artist,country,gender,language,popularity_bin,train_popularity,iteration_1_exposure,iteration_2_exposure
Yung Hurn,AT,Male,de,low,2.9080757262919125e-05,0.0,0.0
Justin Nozuka,US,Male,en,high,0.0004071306016808678,0.000903922912916726,0.00022957282547903204
Limahl,UK,Male,no_lyrics,mid,0.00021810567947189345,9.653414698596486e-05,0.0001854210732656421
Lucie Jones,UK,Female,en,low,5.816151452583825e-05,0.0,0.0
Dennis Lloyd,IL,Male,en,high,0.002820833454503155,0.0009022746781676456,8.317904999927444e-05
William Fitzsimmons,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Mutual Benefit,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Lil Uzi Vert,US,Non-binary,en,high,0.0004071306016808678,0.0,0.0
Bonnie Raitt,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Doda,PL,Female,pl,low,2.9080757262919125e-05,0.0,0.0
jerkcurb,UK,Male,0,high,0.00031988832989211037,0.00015744041255505052,0.0
Bladee,SE,Male,en,low,1.4540378631459563e-05,0.0,0.0
Katie Melua,UK,Female,en,high,0.00033442870852356995,0.0,7.872020627752526e-05
Cody Simpson,AU,Male,en,low,2.9080757262919125e-05,0.0,0.0
Watsky,US,Male,en,mid,0.00013086340768313608,0.0001618992562767997,0.0
Buika,ES,Female,0,low,4.362113589437869e-05,0.0,0.0
Gilda,AR,Female,es,mid,0.0002762671939977317,0.0,0.0
Michael Penn,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Todrick Hall,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Uffie,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Cesar Sampson,AT,Male,0,low,7.270189315729782e-05,0.0,0.0
DJ Shadow,US,Male,en,high,0.0013813359699886584,0.001051696935823157,0.002140754793531577
Dendemann,DE,Male,de,mid,0.0001163230290516765,0.0,0.0
Cher Lloyd,UK,Female,en,high,0.0004798324948381656,0.0,0.0
Enrico Nigiotti,IT,Male,it,low,4.362113589437869e-05,0.0,0.0
Sudan Archives,US,Female,en,mid,0.00026172681536627216,0.0,0.0
Copeland,UK,Female,en,high,0.0005234536307325443,0.00040697756255287385,0.0
Aram MP3,AM,Male,en,low,5.816151452583825e-05,0.0,0.0
Darren Criss,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Kasey Chambers,AU,Female,en,low,2.9080757262919125e-05,0.0,0.0
Nina Nesbitt,UK,Female,en,high,0.0004071306016808678,0.0,0.0
Flipper,IL,Male,en,mid,0.0001163230290516765,7.511816718184699e-05,0.0
Paris Hilton,US,Female,en,mid,0.00026172681536627216,8.888692627967726e-05,0.0
Tinchy Stryder,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
Beto Guedes,BR,Male,pt,mid,0.00013086340768313608,0.0,0.0
Alcione,BR,Female,pt,low,1.4540378631459563e-05,0.0,0.0
Tulipa Ruiz,BR,Female,pt,low,7.270189315729782e-05,0.0,0.0
Pia Mia,US,Female,en,mid,0.00013086340768313608,0.0,0.0
Lisa Hannigan,IE,Female,en,low,4.362113589437869e-05,0.0,0.0
Dustin Kensrue,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Pional,ES,Male,no_lyrics,high,0.0007415593102044377,0.0010364144554308862,0.0013228285194042423
Mirah,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Miranda Cosgrove,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Mr. Little Jeans,US,Female,0,low,2.9080757262919125e-05,0.0,0.0
Klaas,DE,Male,no_lyrics,high,0.0005089132521010847,0.0009653414698596486,0.00028960244095789457
Shiba San,FR,Male,no_lyrics,mid,0.0001163230290516765,0.0,9.653414698596486e-05
Merle Haggard,US,Male,en,mid,8.724227178875738e-05,0.00014426482584796308,0.0
Jolie Holland,US,Female,en,mid,0.00015994416494605519,7.511816718184699e-05,0.0
Lil Nas X,US,Male,en,high,0.00565620728763777,0.009846173035221605,0.015144361670251006
Omar Rudberg,SE,Male,sv,low,7.270189315729782e-05,0.0,0.0
Dave Barnes,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Stephen Bishop,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
George Benson,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Matt Monro,UK,Male,en,mid,8.724227178875738e-05,0.0,0.00015744041255505052
Donavon Frankenreiter,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Patti LaBelle,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Ester Peony,RO,Female,en,high,0.00034896908715502953,0.00015531146292325598,0.0
Nekfeu,FR,Male,fr,mid,8.724227178875738e-05,0.0,0.0
Tristam,CA,Male,en,mid,0.00010178265042021695,0.0,0.0
James Morrison,AU,Male,en,mid,0.00021810567947189345,0.0,7.213241292398154e-05
Harry Nilsson,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Chingy,US,Male,en,mid,0.00017448454357751477,0.0,0.0
Feed Me,UK,Male,en,mid,0.00026172681536627216,0.0001861900071500318,0.0
Sarah Brightman,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Rita Marley,JM,Female,en,low,2.9080757262919125e-05,0.0,0.0
Brad Kane,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Ihsahn,NO,Male,0,high,0.0004507517375752465,0.0006436533479674841,0.0018483175946637695
Cécile McLorin Salvant,FR,Female,en,high,0.0004362113589437869,0.0,0.0
Prince Buster,JM,Male,en,low,7.270189315729782e-05,0.00010746980087250656,0.00010746980087250656
Teitur,DK,Male,no_lyrics,low,4.362113589437869e-05,8.888692627967726e-05,0.0
Roy Kim,KR,Male,ko,mid,8.724227178875738e-05,0.0,0.0
Zara Larsson,SE,Female,en,high,0.000465292116206706,0.0,0.0
Brenton Wood,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Leila K.,SE,Female,0,low,1.4540378631459563e-05,0.0,0.0
Nat King Cole,US,Male,0,mid,0.0002762671939977317,0.0,0.0
Kristen Barry,US,Female,0,mid,0.00010178265042021695,0.00012476857499891167,0.0
John Legend,US,Male,en,high,0.0004798324948381656,0.0,0.0
Nina Kinert,SE,Female,en,mid,0.0002762671939977317,0.0,0.0
Alain Bashung,FR,Male,fr,low,4.362113589437869e-05,0.0,0.0
Anne Clark,UK,Female,en,low,4.362113589437869e-05,0.0,0.0
Gabrielle,UK,Female,en,mid,0.0002035653008404339,0.0,0.0
Chelsea Cutler,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Waylon,NL,Male,en,low,1.4540378631459563e-05,0.0,0.0
Mike Mago,NL,Male,en,low,7.270189315729782e-05,0.0,0.0
Mahmundi,BR,Female,pt,high,0.0004507517375752465,0.0,0.0
Esmée Denters,NL,Female,en,low,2.9080757262919125e-05,0.0,0.0
Milton Nascimento,BR,Male,pt,mid,0.00013086340768313608,0.0,0.0
Tiffany Young,KR,Female,en,low,2.9080757262919125e-05,0.00022130272198487652,0.0
Boys Noize,DE,Male,en,mid,8.724227178875738e-05,0.0,0.0
Amel Bent,FR,Female,fr,low,2.9080757262919125e-05,0.0,0.0
Kyary Pamyu Pamyu,JP,Female,ja,high,0.0004216709803123273,0.0,0.0
Mick Jenkins,US,Male,en,mid,0.0002471864367348126,7.213241292398154e-05,0.0
Noonie Bao,SE,Female,en,mid,0.00013086340768313608,0.0,0.0
Svala,IS,Female,no_lyrics,mid,8.724227178875738e-05,9.653414698596486e-05,0.0
Chief Keef,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Roger Waters,UK,Male,en,mid,0.0002035653008404339,0.0,0.0
Nelly,US,Male,en,high,0.00030534795126065085,0.0,0.0
Thiago Pethit,BR,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Dan Sartain,US,Male,en,high,0.00031988832989211037,7.213241292398154e-05,0.0
Paluch,PL,Male,pl,mid,0.00013086340768313608,0.0,0.0
Goldroger,DE,Male,de,high,0.0005961555238898421,0.0,0.0
Cesária Évora,CV,Female,0,low,4.362113589437869e-05,0.0,0.0
Author & Punisher,US,Male,0,mid,0.00017448454357751477,0.0,0.00010746980087250656
Laura Mvula,UK,Female,en,low,2.9080757262919125e-05,0.0,0.0
Arca,VE,Non-binary,no_lyrics,high,0.0014104167272515776,0.00028960244095789457,0.00019306829397192971
R. Stevie Moore,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Taylor McFerrin,US,Male,en,high,0.0004798324948381656,7.872020627752526e-05,0.0001720659762789517
Toni Tornado,BR,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Cesare Cremonini,IT,Male,it,low,4.362113589437869e-05,0.0,0.0
Natalia Nykiel,PL,Female,pl,low,1.4540378631459563e-05,0.0,0.0
Yungblud,UK,Male,0,mid,0.00010178265042021695,0.0,0.0
Fonseca,CO,Male,es,mid,0.00010178265042021695,0.0,0.0
J Balvin,CO,Male,es,high,0.0014394974845144968,0.0,0.0
Aleks Syntek,MX,Male,es,low,1.4540378631459563e-05,0.0,0.0
France Gall,FR,Female,fr,mid,0.00014540378631459563,0.0,0.0
Marcelo Jeneci,BR,Male,0,low,7.270189315729782e-05,0.0,0.0
Mr. Probz,NL,Male,en,mid,0.00017448454357751477,0.0,0.0
S3RL & Synthwulf,AU,Male,0,low,1.4540378631459563e-05,0.0,0.0
Alon Mor,IL,Male,no_lyrics,mid,0.000232646058103353,0.0001854210732656421,0.0
Soulja Boy,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Bo Diddley,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Cheryl Cole,UK,Female,0,low,1.4540378631459563e-05,0.0,0.0
Heather Small,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Mikky Ekko,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Big L,US,Male,0,high,0.0005816151452583825,0.00031488082511010103,0.00010746980087250656
MC Davi,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
Sylvie Vartan,FR,Female,fr,low,1.4540378631459563e-05,0.0,0.0
Ivete Sangalo,BR,Female,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Sérgio Sampaio,BR,Male,pt,mid,0.00018902492220897432,0.0,0.0
Wax Tailor,FR,Male,en,high,0.0011923110477796842,0.0007527138194426807,0.00019988674218075867
Rossy War,PE,Female,0,low,1.4540378631459563e-05,0.0,0.0
Yngwie Malmsteen,SE,Male,en,low,7.270189315729782e-05,0.0,7.213241292398154e-05
Juice Newton,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Claudio Baglioni,IT,Male,it,low,1.4540378631459563e-05,0.0,0.0
Smokey Robinson,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Isaiah Rashad,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Selah Sue,BE,Female,en,high,0.00036350946578648906,0.0,0.0
Phillip Phillips,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Cheryl,IN,Female,en,low,1.4540378631459563e-05,0.0,0.0
nanobii,SE,Male,no_lyrics,low,2.9080757262919125e-05,0.0,0.0
B.J. Thomas,US,Male,no_lyrics,mid,0.00013086340768313608,0.00028195522025160696,9.653414698596486e-05
Johnny Flynn,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Roo Panes,UK,Male,en,high,0.0004216709803123273,0.0,0.0
Nipsey Hussle,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Jonathan Wilson,US,Male,en,mid,0.00021810567947189345,0.0,0.0
Nero,DE,Male,en,high,0.0004362113589437869,0.0005722667564808223,7.213241292398154e-05
James Hersey,AT,Male,en,mid,0.00010178265042021695,0.0,0.0
Black Alien,BR,Male,pt,mid,8.724227178875738e-05,0.0,0.0
Jimmy Cliff,JM,Male,en,mid,0.00021810567947189345,0.00010746980087250656,0.0
Vein,US,Male,0,mid,0.00014540378631459563,0.0,0.0
Thomas Azier,NL,Male,en,mid,0.00010178265042021695,0.0,0.0
Gretchen Wilson,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Fazerdaze,NZ,Female,en,low,1.4540378631459563e-05,0.0,0.0
Kygo,NO,Male,en,high,0.0015703608921976329,0.00017960221379648811,7.213241292398154e-05
Yuna,MY,Female,en,low,2.9080757262919125e-05,0.0,0.0
Liz Longley,US,Female,en,mid,0.00017448454357751477,0.0,0.0
Mark Morrison,UK,Male,en,high,0.000567074766626923,0.00016400509346152425,0.0
Nicole Scherzinger,US,Female,en,low,7.270189315729782e-05,0.0,0.0
iAmJakeHill,US,Male,0,low,2.9080757262919125e-05,0.0,0.0
Josh Garrels,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Keni Burke,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Thomas Jack,NO,Male,en,mid,8.724227178875738e-05,0.0,0.0
Haddaway,DE,Male,en,high,0.0018320877075639049,0.01407594689436434,0.0278045415713813
George McCrae,US,Male,en,mid,0.0002762671939977317,7.213241292398154e-05,0.0
Rick Derringer,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Garth Brooks,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Paula DeAnda,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Wiz Khalifa,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Eliza Doolittle,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Self Esteem,UK,Female,en,low,4.362113589437869e-05,0.0,0.0
Donna Summer,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Courtney Marie Andrews,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Benny the Butcher,US,Male,0,low,2.9080757262919125e-05,0.0,0.0
Jamie N Commons,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Leona Lewis,UK,Female,en,high,0.00034896908715502953,0.0,0.0
Main-de-Gloire,BY,Male,0,mid,0.00014540378631459563,0.0,0.0
Pronoun,US,Female,0,low,7.270189315729782e-05,0.0,0.0
Skott,SE,Female,en,low,1.4540378631459563e-05,0.0,0.0
Hudson Mohawke,UK,Male,no_lyrics,high,0.00030534795126065085,0.0001854210732656421,0.0
Afterlife,UK,Male,en,high,0.00036350946578648906,7.511816718184699e-05,0.0
London After Midnight,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Yavuz Çetin,TR,Male,tr,low,1.4540378631459563e-05,0.0,0.0
Aimer,JP,Female,ja,low,2.9080757262919125e-05,0.0,0.0
Chayanne,US,Male,es,low,2.9080757262919125e-05,0.0,0.0
Madeline Juno,DE,Female,de,low,7.270189315729782e-05,0.0,0.0
Bebel Gilberto,BR,Female,en,low,1.4540378631459563e-05,0.0,0.0
Gonzaguinha,BR,Male,pt,mid,8.724227178875738e-05,8.317904999927444e-05,0.0
Anya Marina,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Pablo Alborán,ES,Male,es,low,2.9080757262919125e-05,0.0,0.0
Stan Getz,US,Male,no_lyrics,high,0.00037804984441794864,0.00046737629351724906,8.888692627967726e-05
Andru Donalds,JM,Male,en,mid,0.00017448454357751477,8.317904999927444e-05,0.0003384240762775006
Eagle-Eye Cherry,SE,Male,0,high,0.0017884665716695262,0.008058108073505836,0.008742302454135757
Kiiara,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Terry Jacks,CA,Male,en,mid,0.00018902492220897432,0.0,0.0
Jenny Hval,NO,Female,en,high,0.0006543170384156803,0.00033521426511440506,7.511816718184699e-05
Jamie xx,UK,Male,en,mid,0.00015994416494605519,0.0,0.0
Jordan Rakei,UK,Male,0,high,0.00033442870852356995,0.0,0.0
Azis,BG,Male,bg,low,4.362113589437869e-05,0.0,0.0
Aldous RH,UK,Male,0,low,7.270189315729782e-05,0.0,0.0
Sondre Lerche,NO,Male,en,low,2.9080757262919125e-05,0.0,0.0
Richard Swift,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Cailin Russo,US,Female,0,low,1.4540378631459563e-05,0.0,0.0
JP Cooper,UK,Male,en,mid,0.0002762671939977317,0.0,0.0
Sarah Vaughan,US,Female,en,mid,0.00013086340768313608,0.0,0.0
Arlindo Cruz,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
Jerry Cantrell,US,Male,en,mid,0.0001163230290516765,0.0003112787860144227,7.511816718184699e-05
Dani Black,BR,Male,0,low,1.4540378631459563e-05,0.0,0.0
Tom Jones,US,Male,0,high,0.00034896908715502953,0.0,0.0
Warrel Dane,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Gregory Abbott,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Slim Harpo,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Thomas Dolby,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
Beth Orton,UK,Female,0,low,2.9080757262919125e-05,0.0,0.0
Mary Lambert,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Chad Valley,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Neil Diamond,US,Male,en,high,0.0006397766597842207,0.0003617859984575583,0.00024632733883472776
Shannon Noll,AU,Male,en,low,1.4540378631459563e-05,0.0,0.0
Maria McKee,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Greyson Chance,US,Male,en,mid,0.00015994416494605519,0.0,0.0
I-Roy,JM,Male,0,mid,0.00013086340768313608,0.0,0.0
Daniel Rossen,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Carl Espen,NO,Male,en,mid,0.00013086340768313608,0.0,0.0
Giselle,AU,Female,en,low,1.4540378631459563e-05,0.0,0.0
Tarkan,TR,Male,tr,mid,0.0001163230290516765,0.0,0.0
Jeff Tweedy,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Gloc-9,PH,Male,0,mid,8.724227178875738e-05,0.0,0.00012476857499891167
Iyeoka,US,Female,en,high,0.0006543170384156803,7.872020627752526e-05,0.00024953714999782333
Preta Gil,BR,Female,pt,low,7.270189315729782e-05,0.0,0.0
Gene Kelly,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Hurula,SE,Male,sv,low,1.4540378631459563e-05,0.0,0.0
Julie Byrne,US,Female,en,high,0.0006106959025213017,0.0005363130836944845,0.00042022167635081306
The Chain Gang of 1974,US,Male,en,low,5.816151452583825e-05,0.0,0.0
The White Buffalo,US,Male,en,high,0.0005816151452583825,0.00015744041255505052,0.0
Benjamin Booker,US,Male,en,high,0.00034896908715502953,0.0002720191551047402,0.0
Douwe Bob,NL,Male,en,low,2.9080757262919125e-05,0.0,0.0
Niall Horan,IE,Male,en,high,0.0007560996888358973,7.213241292398154e-05,0.0
Bobi Andonov,AU,Male,en,low,1.4540378631459563e-05,0.0,0.0
Lazerhawk,US,Male,no_lyrics,high,0.0008288015819931951,0.00028195522025160696,0.0
Nick Lowe,UK,Male,en,mid,0.00018902492220897432,7.213241292398154e-05,0.0
Sinitta,UK,Female,0,low,1.4540378631459563e-05,0.0,0.0
Monica Naranjo,ES,Female,0,low,7.270189315729782e-05,0.0,0.0
El Guincho,ES,Male,es,mid,0.00021810567947189345,0.0,0.0
Alvaro Soler,ES,Male,0,high,0.0007124785529415186,0.0,0.0
Marília Mendonça,BR,Female,pt,low,1.4540378631459563e-05,0.0,0.0
Armandinho,BR,Male,pt,low,5.816151452583825e-05,0.0,0.0
Tiago Iorc,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
Mahmood,IT,Male,it,high,0.0030389391339750486,0.0,0.0
Sizzla,JM,Male,en,low,1.4540378631459563e-05,0.0,0.0
Rachel Stevens,UK,Female,en,low,1.4540378631459563e-05,0.0,0.0
Jim-E Stack,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Keith Urban,AU,Male,en,mid,8.724227178875738e-05,0.0,0.0
Blossom Dearie,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Mark Ronson,UK,Male,en,high,0.0005234536307325443,0.00024953714999782333,0.0
Kip Moore,US,Male,en,mid,0.00015994416494605519,7.511816718184699e-05,0.0
Eddie Cochran,US,Male,en,high,0.0005089132521010847,0.00043690416563940535,0.00017165231416781186
Lindsay Lohan,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Les Rythmes Digitales,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
John Tavener,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
Charlotte Gainsbourg,FR,Female,en,mid,0.000232646058103353,0.0,0.0
Fabrizio Moro,IT,Male,it,low,2.9080757262919125e-05,0.0,0.0
Mat Kearney,US,Male,en,mid,0.0002471864367348126,0.0,0.0
Mark Owen,UK,Male,0,low,1.4540378631459563e-05,0.0,0.0
Lisa Gerrard,AU,Female,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Mela Koteluk,PL,Female,pl,low,1.4540378631459563e-05,0.0,0.0
Mr. Scruff,UK,Male,no_lyrics,low,2.9080757262919125e-05,0.0,0.0
Ängie,US,Female,0,mid,0.00014540378631459563,0.0,0.0
Hugh Laurie,UK,Male,en,high,0.00033442870852356995,0.00012476857499891167,0.0
Zedd,DE,Male,en,low,1.4540378631459563e-05,0.0,0.0
Lloyd Price,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Ásgeir,IS,Male,en,mid,0.00017448454357751477,0.0,0.0
Fad Gadget,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Jim White,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Fabri Fibra,IT,Male,it,low,1.4540378631459563e-05,0.0,0.0
Maisie Peters,UK,Female,0,high,0.00036350946578648906,0.0,0.0
Benjamin Orr,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Joey McIntyre,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Jeangu Macrooy,NL,Male,en,mid,0.00014540378631459563,0.0,0.0
Kaskade,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Edward Maya,RO,Male,en,mid,0.0001163230290516765,0.0,0.0
Jonathan Coulton,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Lisa Miskovsky,SE,Female,en,high,0.0007124785529415186,0.001845548861531976,0.000508179773937316
Kelly Rowland,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Benny Goodman,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
aka george,UK,Male,en,mid,0.00014540378631459563,0.0,0.0
Indica,NL,Male,fi,mid,0.00010178265042021695,0.0,0.0
Tamia,FR,Female,en,low,1.4540378631459563e-05,0.0,0.0
Connie Francis,US,Female,en,mid,0.0002471864367348126,0.0,0.0
Elvis Crespo,US,Male,es,mid,0.0002471864367348126,0.0,0.0
Leonardo Gonçalves,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
V V Brown,UK,Female,0,low,2.9080757262919125e-05,0.0,0.0
The Big Moon,ES,Male,0,low,5.816151452583825e-05,0.0,0.0
Baby Bash,US,Male,en,mid,0.0002471864367348126,0.0,0.0
Jaymes Young,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Jaira Burns,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Radical Face,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Laura Veirs,US,Female,0,high,0.0004798324948381656,0.0,0.0
Margo Guryan,US,Female,en,high,0.0004798324948381656,7.872020627752526e-05,0.0
The Other People Place,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Bess Atwell,UK,Female,en,low,2.9080757262919125e-05,0.0,0.0
Gater,US,Male,0,mid,0.00010178265042021695,0.0,0.0
Alex Hepburn,UK,Female,en,low,5.816151452583825e-05,0.0,0.0
Ke$ha,US,Female,0,mid,0.00014540378631459563,0.0,0.0
Johnny Paycheck,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Cassadee Pope,US,Female,en,high,0.0004798324948381656,0.0003282573562753486,0.0003216695629218049
Caroline Rose,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Ea Kaya,DK,Female,en,low,2.9080757262919125e-05,0.0,0.0
Eve,FI,Male,en,mid,8.724227178875738e-05,0.0,0.0
Ricardo Montaner,VE,Male,es,mid,8.724227178875738e-05,0.0,0.0
Wayne Shorter,US,Male,no_lyrics,low,2.9080757262919125e-05,0.0,0.0
Mariana Aydar,BR,Female,pt,mid,0.0001163230290516765,0.0,0.0
Leo Dan,AR,Male,es,low,1.4540378631459563e-05,0.0,0.0
Ile,FI,Male,es,low,2.9080757262919125e-05,0.0,0.0
Conan Osiris,PT,Male,0,low,2.9080757262919125e-05,0.0,0.0
Aaron Neville,US,Male,en,mid,0.0001163230290516765,0.0,0.0
Joan as Police Woman,US,Female,en,mid,0.0002471864367348126,0.0,0.0
David Allan Coe,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Katharine McPhee,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Flying Lotus,US,Male,no_lyrics,mid,0.00015994416494605519,0.0,0.0
Ellen Oléria,BR,Female,0,low,4.362113589437869e-05,0.0,0.0
Slow J,UK,Female,pt,low,1.4540378631459563e-05,0.0,0.0
Esperanza Spalding,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Olly Murs,UK,Male,en,mid,0.00013086340768313608,0.0,0.0
Aldous Harding,NZ,Female,en,high,0.005757989938057987,0.013833389101050485,0.01266604405074514
Arvo Pärt,EE,Male,no_lyrics,low,4.362113589437869e-05,0.0,9.653414698596486e-05
Thurston Moore,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Jay Rock,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Alvin Lee,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
Brandy & Monica,US,Female,0,low,2.9080757262919125e-05,0.0,0.0
Billy Ocean,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Boy George,UK,Male,en,mid,8.724227178875738e-05,0.0,0.0
Andrew Belle,US,Male,en,mid,0.00017448454357751477,0.0,0.0004990742999956467
J Dilla,US,Male,en,high,0.0004507517375752465,0.0,0.0
Silly Boy Blue,FR,Female,en,mid,0.00013086340768313608,0.0,0.0
Joshua Hyslop,CA,Male,0,mid,0.00015994416494605519,0.0,0.0
Albert Hammond,UK,Male,en,mid,0.00026172681536627216,0.00015744041255505052,0.0
Pusha T,US,Male,en,high,0.000465292116206706,0.00010746980087250656,0.0
Cut Chemist,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Nicolas Jaar,US,Male,en,high,0.0005379940093640038,0.0,7.511816718184699e-05
Freddie Mercury,UK,Male,en,mid,0.00026172681536627216,0.0,0.0
Bill Fay,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Kelela,US,Female,no_lyrics,mid,8.724227178875738e-05,8.888692627967726e-05,0.0
Markéta Irglová,IS,Female,en,low,2.9080757262919125e-05,0.0,0.0
Kate Miller-Heidke,AU,Female,0,low,1.4540378631459563e-05,0.0,0.0
Ben Nichols,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Sheena Easton,UK,Female,en,low,2.9080757262919125e-05,0.0,0.0
Aloe Blacc,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Nancy Wilson,US,Female,en,mid,0.00014540378631459563,0.0,0.0
Johnny Marr,UK,Male,0,low,4.362113589437869e-05,0.0,0.0
Charlie Rich,US,Male,en,mid,0.0002035653008404339,0.0,0.0
Glenn Frey,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Yazz,UK,Female,en,mid,0.00010178265042021695,0.0,0.0
Betty Who,AU,Female,en,low,7.270189315729782e-05,0.0,0.0
Andrew Lloyd Webber,UK,Male,en,mid,0.00015994416494605519,0.0,0.00015744041255505052
Adna,SE,Female,en,low,4.362113589437869e-05,0.0,0.0
Amanda Palmer,US,Female,en,high,0.0005379940093640038,0.0008260380770867145,0.0009414577775878973
Vanessa Williams,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Badly Drawn Boy,UK,Male,0,mid,0.0001163230290516765,0.0,0.0
Elmore James,US,Male,en,mid,0.0002035653008404339,0.0005035117095388388,0.00024632733883472776
David Axelrod,US,Male,no_lyrics,low,1.4540378631459563e-05,0.0,0.0
