user_country,user_age,user_gender,user_id,iteration_1_ndcg@10,iteration_1_average_pop,iteration_2_ndcg@10,iteration_2_average_pop,train_pop
UK,46,m,21,0.0,0.006236368395033006,0.0,0.010444353970977403,0.00025688002248911893
AU,29,f,22,0.4483039899025303,0.011588681769273272,0.4305888359652657,0.0056460290225957485,0.00310771119506979
UK,33,m,23,0.361879195385413,0.003102916799953471,0.0,0.004130921569197662,0.001220443519479682
US,27,m,24,0.0,0.006105504987349871,0.2960819109658652,0.015971151888795186,0.0035478523860761335
US,31,m,25,0.6131471927654584,0.01408526478029488,0.4522136070314881,0.016546950882600983,0.00494082065896996
AT,28,m,26,1.0,0.012354959723151192,1.0,0.007595893797074475,0.0024172749111566055
BY,32,m,27,0.3391602052736161,0.002768488091429901,0.644824486427155,0.004894291447349289,0.0011300484008193318
FI,26,m,28,0.664550862590272,0.010344025358420333,0.8051628502199798,0.012400034896908715,0.01236278383165288
US,25,m,29,0.7039180890341347,0.0074504900107598806,0.6366824387328317,0.004603483874720098,0.0021488602420349887
US,39,f,30,0.8796542634124673,0.006047343472824032,0.440800432137647,0.003386454183266932,0.0007151570437420506
US,25,m,31,0.6652907408280685,0.0035115014394974846,0.8701249883466593,0.014022741152179602,0.005391825272695319
BE,37,m,32,1.0,0.006275627417337948,0.5032251913410369,0.008501759385814408,0.0019047896007212029
NO,34,m,33,0.800693766409882,0.010348387472009772,0.9363792118010484,0.005564602902259575,0.0007427938706542787
UK,28,m,34,0.644824486427155,0.009901997848023963,0.4597307900205734,0.006672579753976793,0.003230642546984555
RU,27,m,35,0.0,0.00563439671969058,0.812653045383133,0.005228720155872859,0.0016091352352148583
US,37,m,36,0.2200917662980801,0.010896559746415797,0.2520649403266671,0.004112019076976765,0.002515258309826388
US,32,f,37,0.0,0.030251257742751624,0.2489083270225946,0.00815133626079623,0.005602301493686993
BR,25,m,38,0.2200917662980801,0.015283391979527147,0.5103515512676448,0.015452060371652079,0.00896093101706229
US,27,m,39,0.6371523797895856,0.006656585337482188,0.7471589728148227,0.005135661732631518,0.002280219557097447
RU,34,m,40,1.0,0.009775496553930264,0.2346393630113782,0.017797423444906504,0.0034780585686451275
US,26,f,41,0.6257049680303419,0.004930642393927938,0.4935232796777481,0.004426091255416291,0.0036552274898161425
SK,24,m,42,0.3259735800334642,0.00491901009102277,0.0694312219367772,0.00673510338209207,0.001725761188821357
US,25,m,43,1.0,0.0019266001686683923,0.3391602052736161,0.004920464128885916,0.002208240980856011
US,24,f,44,0.424926013816671,0.027735772239509116,0.800693766409882,0.006182568994096606,0.012485711281767932
DE,34,m,45,1.0,0.007318172565213598,0.4632423659320675,0.011616308488673045,0.002185211188613637
JP,28,m,46,,,,,
RU,28,m,47,0.5352543167750639,0.0017506615872277312,0.2999050316974944,0.0029851397330386484,0.0013457639722652664
IT,26,m,48,0.601312434202259,0.005331956844156221,0.0,0.0032672230784889637,0.0019763730032145424
HU,22,f,49,0.0,0.004129467531334516,0.3065735963827292,0.004341757059353826,0.0007076317600643654
BE,27,m,50,1.0,0.010756972111553785,1.0,0.0030985546863640328,0.0032562669331086336
