user_id,_Female,_Male,_Non-binary
1,0.6,0.4,0.0
2,0.3,0.5,0.2
3,0.4,0.6,0.0
4,0.4,0.5,0.1
5,0.3,0.7,0.0
6,0.3,0.7,0.0
7,0.4,0.6,0.0
8,0.5,0.5,0.0
9,0.4,0.6,0.0
11,0.6,0.4,0.0
12,0.3,0.7,0.0
14,0.3,0.7,0.0
15,0.5,0.5,0.0
16,0.7,0.2,0.1
17,0.2,0.8,0.0
18,0.3,0.7,0.0
19,0.7,0.3,0.0
20,0.3,0.7,0.0
21,0.1,0.9,0.0
22,0.7,0.3,0.0
23,0.4,0.6,0.0
24,0.3,0.6,0.1
25,0.5,0.5,0.0
26,0.6,0.4,0.0
27,0.4,0.4,0.2
28,0.4,0.5,0.1
29,0.6,0.4,0.0
30,0.2,0.8,0.0
31,0.3,0.5,0.2
32,0.5,0.5,0.0
33,0.6,0.4,0.0
34,0.4,0.6,0.0
35,0.5,0.5,0.0
36,0.3,0.6,0.1
37,0.8,0.2,0.0
38,0.9,0.1,0.0
39,0.4,0.6,0.0
40,0.8,0.2,0.0
41,0.6,0.4,0.0
42,0.5,0.4,0.1
43,0.4,0.5,0.1
44,0.4,0.6,0.0
45,0.4,0.5,0.1
47,0.3,0.7,0.0
48,0.2,0.8,0.0
49,0.8,0.2,0.0
50,0.4,0.5,0.1
51,0.7,0.3,0.0
52,0.4,0.6,0.0
53,0.2,0.8,0.0
54,0.2,0.8,0.0
55,0.2,0.7,0.1
56,0.4,0.6,0.0
57,0.2,0.6,0.2
58,0.4,0.6,0.0
60,0.2,0.7,0.1
61,0.4,0.6,0.0
62,0.4,0.6,0.0
64,0.8,0.2,0.0
65,0.3,0.7,0.0
66,0.3,0.5,0.2
67,0.5,0.5,0.0
68,0.5,0.5,0.0
69,0.2,0.8,0.0
70,0.5,0.5,0.0
71,0.2,0.8,0.0
72,0.3,0.7,0.0
73,0.2,0.8,0.0
74,0.4,0.6,0.0
75,0.4,0.6,0.0
76,0.2,0.8,0.0
77,0.4,0.6,0.0
78,0.2,0.8,0.0
79,0.2,0.8,0.0
80,0.7,0.3,0.0
81,0.6,0.4,0.0
82,0.6,0.3,0.1
83,0.5,0.5,0.0
84,0.4,0.6,0.0
85,0.4,0.6,0.0
86,0.8,0.2,0.0
87,0.3,0.7,0.0
88,0.3,0.7,0.0
89,0.3,0.7,0.0
90,0.2,0.8,0.0
91,0.6,0.4,0.0
92,0.3,0.7,0.0
93,0.7,0.3,0.0
94,0.5,0.5,0.0
95,0.4,0.6,0.0
96,0.2,0.8,0.0
97,0.3,0.7,0.0
98,0.6,0.4,0.0
99,0.3,0.7,0.0
100,0.3,0.7,0.0
101,0.2,0.8,0.0
102,0.2,0.8,0.0
103,0.3,0.7,0.0
104,0.5,0.4,0.1
105,0.7,0.3,0.0
106,0.5,0.4,0.1
107,0.5,0.5,0.0
108,0.5,0.5,0.0
110,0.5,0.5,0.0
111,0.4,0.5,0.1
112,0.8,0.2,0.0
113,0.2,0.8,0.0
115,0.4,0.6,0.0
116,0.5,0.5,0.0
117,0.6,0.3,0.1
118,0.6,0.4,0.0
119,0.4,0.6,0.0
120,0.3,0.7,0.0
121,0.3,0.7,0.0
123,0.4,0.6,0.0
124,0.6,0.4,0.0
125,0.3,0.7,0.0
126,0.4,0.5,0.1
127,0.5,0.5,0.0
128,0.2,0.8,0.0
129,0.3,0.7,0.0
130,0.4,0.6,0.0
131,0.5,0.3,0.2
132,0.1,0.9,0.0
133,0.7,0.3,0.0
134,0.5,0.4,0.1
135,0.2,0.8,0.0
136,0.6,0.4,0.0
137,0.6,0.4,0.0
138,0.4,0.6,0.0
140,0.3,0.4,0.3
141,0.3,0.6,0.1
142,0.3,0.7,0.0
143,0.4,0.6,0.0
144,0.7,0.3,0.0
145,0.6,0.4,0.0
146,0.5,0.5,0.0
147,0.4,0.6,0.0
148,0.6,0.3,0.1
149,0.5,0.5,0.0
150,0.4,0.5,0.1
151,0.6,0.4,0.0
152,0.3,0.5,0.2
153,0.5,0.5,0.0
154,0.2,0.8,0.0
155,0.2,0.8,0.0
156,0.6,0.4,0.0
157,0.3,0.7,0.0
158,0.5,0.5,0.0
159,0.4,0.6,0.0
160,0.3,0.7,0.0
161,0.4,0.6,0.0
162,0.2,0.8,0.0
163,0.3,0.7,0.0
164,0.5,0.5,0.0
165,0.4,0.4,0.2
166,0.3,0.7,0.0
167,0.6,0.3,0.1
168,0.5,0.5,0.0
169,0.4,0.6,0.0
170,0.2,0.8,0.0
171,0.4,0.6,0.0
172,0.3,0.7,0.0
173,0.4,0.6,0.0
174,0.5,0.5,0.0
175,0.3,0.5,0.2
176,0.8,0.2,0.0
177,0.4,0.5,0.1
178,0.6,0.4,0.0
179,0.4,0.6,0.0
181,0.5,0.5,0.0
182,0.2,0.8,0.0
183,0.1,0.9,0.0
184,0.2,0.8,0.0
185,0.2,0.8,0.0
186,0.1,0.9,0.0
187,0.3,0.7,0.0
188,0.4,0.6,0.0
189,0.1,0.9,0.0
190,0.2,0.8,0.0
191,0.8,0.2,0.0
192,0.0,1.0,0.0
193,0.4,0.6,0.0
194,0.3,0.7,0.0
196,0.4,0.6,0.0
