user_id,_Female,_Male,_Non-binary
1,0.4,0.5,0.1
2,0.6,0.4,0.0
3,0.4,0.5,0.1
4,0.5,0.4,0.1
5,0.8,0.2,0.0
6,0.7,0.3,0.0
7,0.3,0.7,0.0
8,0.3,0.7,0.0
9,0.4,0.6,0.0
11,0.5,0.5,0.0
12,0.4,0.6,0.0
14,0.4,0.5,0.1
15,0.5,0.5,0.0
16,0.7,0.3,0.0
17,0.4,0.6,0.0
18,0.7,0.2,0.1
19,0.4,0.6,0.0
20,0.5,0.5,0.0
21,0.3,0.7,0.0
22,0.3,0.7,0.0
23,0.4,0.5,0.1
24,0.4,0.6,0.0
25,0.7,0.3,0.0
26,0.7,0.3,0.0
27,0.8,0.1,0.1
28,0.5,0.5,0.0
29,0.8,0.2,0.0
30,0.5,0.5,0.0
31,0.3,0.6,0.1
32,0.5,0.5,0.0
33,0.5,0.5,0.0
34,0.4,0.5,0.1
35,0.4,0.6,0.0
36,0.4,0.6,0.0
37,0.3,0.7,0.0
38,0.2,0.8,0.0
39,0.3,0.6,0.1
40,0.4,0.5,0.1
41,0.4,0.5,0.1
42,0.8,0.2,0.0
43,0.8,0.2,0.0
44,0.5,0.5,0.0
45,0.3,0.7,0.0
47,0.2,0.8,0.0
48,0.7,0.3,0.0
49,0.4,0.6,0.0
50,0.2,0.8,0.0
51,0.6,0.4,0.0
52,0.1,0.9,0.0
53,0.3,0.7,0.0
54,0.3,0.6,0.1
55,0.6,0.4,0.0
56,0.5,0.4,0.1
57,0.4,0.6,0.0
58,0.7,0.3,0.0
60,0.6,0.4,0.0
61,0.6,0.4,0.0
62,0.3,0.7,0.0
64,0.4,0.6,0.0
65,0.4,0.6,0.0
66,0.7,0.3,0.0
67,0.2,0.7,0.1
68,0.6,0.4,0.0
69,0.3,0.7,0.0
70,0.6,0.4,0.0
71,0.6,0.4,0.0
72,0.8,0.1,0.1
73,0.4,0.6,0.0
74,0.6,0.3,0.1
75,0.4,0.5,0.1
76,0.5,0.4,0.1
77,0.6,0.4,0.0
78,0.5,0.5,0.0
79,0.8,0.2,0.0
80,0.6,0.4,0.0
81,0.5,0.5,0.0
82,0.4,0.5,0.1
83,0.5,0.5,0.0
84,0.5,0.4,0.1
85,0.7,0.3,0.0
86,0.5,0.5,0.0
87,0.3,0.7,0.0
88,0.5,0.5,0.0
89,0.7,0.3,0.0
90,0.3,0.7,0.0
91,0.3,0.7,0.0
92,0.9,0.1,0.0
93,0.4,0.5,0.1
94,0.5,0.5,0.0
95,0.3,0.7,0.0
96,0.6,0.4,0.0
97,0.3,0.7,0.0
98,0.6,0.4,0.0
99,0.4,0.5,0.1
100,0.5,0.5,0.0
101,0.4,0.6,0.0
102,0.4,0.6,0.0
103,0.5,0.5,0.0
